Country,Period,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Suriname,Oct-15,"35,835,168","8,285,307"
Suriname,Nov-15,"35,571,333","8,076,034"
Suriname,Dec-15,"27,974,526","5,523,244"
Suriname,Jan-16,"22,367,332","4,857,442"
Suriname,Feb-16,"22,909,827","5,744,661"
Suriname,Mar-16,"25,269,955","4,317,410"
Suriname,Apr-16,"24,863,211","5,144,976"
Suriname,May-16,"27,477,975","10,129,113"
Suriname,Jun-16,"23,938,978","3,479,182"
Suriname,Jul-16,"23,605,014","5,276,970"
Suriname,Aug-16,"24,865,239","5,602,171"
Suriname,Sep-16,"27,401,220","5,239,023"
Suriname,Oct-16,"25,678,686","5,573,015"
Suriname,Nov-16,"24,570,190","5,875,012"
Suriname,Dec-16,"30,568,243","5,261,204"
Suriname,Jan-17,"24,122,782","4,058,555"
Suriname,Feb-17,"30,424,387","6,209,851"
Suriname,Mar-17,"27,449,678","7,079,299"
Suriname,Apr-17,"26,483,380","4,591,353"
Suriname,May-17,"27,212,014","6,808,387"
Suriname,Jun-17,"32,872,863","5,288,012"
Suriname,Jul-17,"32,365,567","5,731,609"
Suriname,Aug-17,"29,111,739","6,035,143"
Suriname,Sep-17,"23,947,638","5,313,079"
Suriname,Oct-17,"30,389,215","5,427,209"
Suriname,Nov-17,"42,987,665","6,482,828"
Suriname,Dec-17,"32,196,326","4,360,055"
Suriname,Jan-18,"30,187,046","4,952,455"
Suriname,Feb-18,"37,261,409","3,836,341"
Suriname,Mar-18,"42,620,783","8,133,415"
Suriname,Apr-18,"49,985,510","4,385,460"
Suriname,May-18,"28,725,879","7,804,288"
Suriname,Jun-18,"26,134,328","10,419,098"
Suriname,Jul-18,"24,589,495","5,960,696"
Suriname,Aug-18,"34,635,952","9,832,015"
Suriname,Sep-18,"31,675,989","7,765,644"
Suriname,Oct-18,"28,497,177","9,950,039"
Suriname,Nov-18,"29,765,759","6,607,391"
Suriname,Dec-18,"23,998,838","6,515,746"
Suriname,Jan-19,"28,712,591","8,462,642"
Suriname,Feb-19,"27,257,595","8,903,590"
Suriname,Mar-19,"35,015,000","6,136,183"
Suriname,Apr-19,"34,564,106","4,263,886"
Suriname,May-19,"32,567,637","10,699,550"
Suriname,Jun-19,"30,647,915","8,942,143"
Suriname,Jul-19,"32,543,584","5,673,527"
Suriname,Aug-19,"32,508,959","6,634,899"
Suriname,Sep-19,"48,036,258","5,378,852"
Suriname,Oct-19,"30,944,353","6,364,682"
Suriname,Nov-19,"27,609,914","5,726,026"
Suriname,Dec-19,"21,874,663","5,703,067"
Suriname,Jan-20,"29,782,869","4,923,610"
Suriname,Feb-20,"26,978,048","3,892,185"
Suriname,Mar-20,"28,268,863","32,722,945"
Suriname,Apr-20,"20,404,896","42,403,906"
Suriname,May-20,"24,725,742","40,248,770"
Suriname,Jun-20,"16,895,648","28,424,244"
Suriname,Jul-20,"20,164,467","5,362,380"
Suriname,Aug-20,"19,064,670","4,042,886"
Suriname,Sep-20,"17,212,983","5,437,312"
Suriname,Oct-20,"26,315,049","4,454,003"
Suriname,Nov-20,"19,416,659","4,101,779"
Suriname,Dec-20,"18,149,715","3,925,977"
Suriname,Jan-21,"23,181,997","4,123,776"
Suriname,Feb-21,"23,224,501","4,206,847"
Suriname,Mar-21,"21,870,365","4,857,842"
Suriname,Apr-21,"25,406,660","4,122,179"
Suriname,May-21,"31,461,975","2,974,647"
Suriname,Jun-21,"22,698,321","4,999,530"
Suriname,Jul-21,"22,030,540","5,324,290"
Suriname,Aug-21,"27,885,601","6,962,536"
Suriname,Sep-21,"25,702,834","8,640,204"
Suriname,Oct-21,"28,005,702","6,459,415"
Suriname,Nov-21,"28,227,076","8,251,258"
Suriname,Dec-21,"21,005,189","5,627,818"
Suriname,Jan-22,"21,432,006","6,981,770"
Suriname,Feb-22,"35,024,806","4,654,984"
Suriname,Mar-22,"39,781,641","9,516,735"
Suriname,Apr-22,"31,495,597","5,259,218"
Suriname,May-22,"37,568,315","8,603,610"
Suriname,Jun-22,"45,239,597","7,388,506"
Suriname,Jul-22,"53,813,721","4,492,419"
Suriname,Aug-22,"50,045,240","5,423,274"
Suriname,Sep-22,"50,022,660","4,286,546"
Suriname,Oct-22,"54,083,814","5,610,461"
Suriname,Nov-22,"40,039,598","6,491,947"
Suriname,Dec-22,"73,041,511","6,397,248"
Suriname,Jan-23,"42,257,741","9,626,116"
Suriname,Feb-23,"45,807,811","5,188,521"
Suriname,Mar-23,"40,239,013","6,180,291"
Suriname,Apr-23,"27,440,554","4,796,684"
Suriname,May-23,"29,939,212","5,745,945"
Suriname,Jun-23,"36,794,602","5,871,653"
Suriname,Jul-23,"46,915,537","6,810,235"
Suriname,Aug-23,"51,258,798","8,164,230"
Suriname,Sep-23,"51,496,648","7,497,546"
Suriname,Oct-23,"45,420,734","5,787,319"
Suriname,Nov-23,"34,254,538","5,397,761"
Suriname,Dec-23,"26,236,892","4,578,629"
"Svalbard, Jan Mayen Island",Feb-15,,"2,724"
"Svalbard, Jan Mayen Island",Mar-15,"206,347",95
"Svalbard, Jan Mayen Island",May-15,,"21,484"
"Svalbard, Jan Mayen Island",Jun-15,,437
"Svalbard, Jan Mayen Island",Jul-15,"66,710",496
"Svalbard, Jan Mayen Island",Aug-15,"15,684",
"Svalbard, Jan Mayen Island",Sep-15,"91,423",
"Svalbard, Jan Mayen Island",Oct-15,,"2,995"
"Svalbard, Jan Mayen Island",Jan-16,,207
"Svalbard, Jan Mayen Island",Mar-16,,"2,257"
"Svalbard, Jan Mayen Island",Apr-16,,"46,739"
"Svalbard, Jan Mayen Island",May-16,"9,496","2,488"
"Svalbard, Jan Mayen Island",Jul-16,"36,893","11,124"
"Svalbard, Jan Mayen Island",Aug-16,"8,770","4,654"
"Svalbard, Jan Mayen Island",Sep-16,,"4,110"
"Svalbard, Jan Mayen Island",Oct-16,"41,385",
"Svalbard, Jan Mayen Island",Nov-16,"1,344",205
"Svalbard, Jan Mayen Island",Dec-16,,386
"Svalbard, Jan Mayen Island",Feb-17,"16,836",
"Svalbard, Jan Mayen Island",Mar-17,"122,392","13,639"
"Svalbard, Jan Mayen Island",Apr-17,"13,183",
"Svalbard, Jan Mayen Island",May-17,"61,162",501
"Svalbard, Jan Mayen Island",Jun-17,"68,535",
"Svalbard, Jan Mayen Island",Jul-17,"1,585,258",
"Svalbard, Jan Mayen Island",Aug-17,"10,498",
"Svalbard, Jan Mayen Island",Sep-17,"24,967",
"Svalbard, Jan Mayen Island",Nov-17,"83,888",33
"Svalbard, Jan Mayen Island",Dec-17,,"7,639"
"Svalbard, Jan Mayen Island",Jan-18,"13,577","167,939"
"Svalbard, Jan Mayen Island",Feb-18,,"37,665"
"Svalbard, Jan Mayen Island",Mar-18,"3,532",323
"Svalbard, Jan Mayen Island",Apr-18,"918,005","1,433"
"Svalbard, Jan Mayen Island",May-18,"329,140","4,322"
"Svalbard, Jan Mayen Island",Jun-18,"94,328",
"Svalbard, Jan Mayen Island",Jul-18,"915,918",12
"Svalbard, Jan Mayen Island",Aug-18,,"5,921"
"Svalbard, Jan Mayen Island",Sep-18,"915,209","3,000"
"Svalbard, Jan Mayen Island",Oct-18,"268,399","1,512"
"Svalbard, Jan Mayen Island",Nov-18,"38,799",833
"Svalbard, Jan Mayen Island",Dec-18,"59,370",77
"Svalbard, Jan Mayen Island",Jan-19,"16,355",
"Svalbard, Jan Mayen Island",Feb-19,"81,970","23,164"
"Svalbard, Jan Mayen Island",Apr-19,"549,215","44,662"
"Svalbard, Jan Mayen Island",May-19,"83,607","1,996"
"Svalbard, Jan Mayen Island",Jun-19,"125,205",416
"Svalbard, Jan Mayen Island",Jul-19,"101,851",244
"Svalbard, Jan Mayen Island",Aug-19,"2,322,223",
"Svalbard, Jan Mayen Island",Sep-19,"223,799",
"Svalbard, Jan Mayen Island",Oct-19,"661,271","10,000"
"Svalbard, Jan Mayen Island",Nov-19,"5,677",
"Svalbard, Jan Mayen Island",Dec-19,"19,353",
"Svalbard, Jan Mayen Island",Feb-20,"379,123",
"Svalbard, Jan Mayen Island",Mar-20,"8,878",
"Svalbard, Jan Mayen Island",Apr-20,,"4,882"
"Svalbard, Jan Mayen Island",May-20,,"1,036"
"Svalbard, Jan Mayen Island",Jun-20,"17,796",265
"Svalbard, Jan Mayen Island",Jul-20,"14,337",167
"Svalbard, Jan Mayen Island",Aug-20,"4,420",
"Svalbard, Jan Mayen Island",Sep-20,,"1,679"
"Svalbard, Jan Mayen Island",Oct-20,"87,556",384
"Svalbard, Jan Mayen Island",Nov-20,"9,236",
"Svalbard, Jan Mayen Island",Dec-20,"69,945",
"Svalbard, Jan Mayen Island",Jan-21,"53,981",
"Svalbard, Jan Mayen Island",Feb-21,"39,476",
"Svalbard, Jan Mayen Island",Mar-21,,15
"Svalbard, Jan Mayen Island",May-21,"26,441",113
"Svalbard, Jan Mayen Island",Jun-21,,"1,074"
"Svalbard, Jan Mayen Island",Jul-21,"1,361,887",91
"Svalbard, Jan Mayen Island",Aug-21,,77
"Svalbard, Jan Mayen Island",Sep-21,"4,190","4,228"
"Svalbard, Jan Mayen Island",Oct-21,,123
"Svalbard, Jan Mayen Island",Nov-21,,"5,671"
"Svalbard, Jan Mayen Island",Dec-21,"16,673","45,472"
"Svalbard, Jan Mayen Island",Jan-22,"214,204","7,067"
"Svalbard, Jan Mayen Island",Feb-22,"6,075","38,530"
"Svalbard, Jan Mayen Island",Mar-22,"6,008",384
"Svalbard, Jan Mayen Island",Apr-22,,744
"Svalbard, Jan Mayen Island",May-22,,"3,000"
"Svalbard, Jan Mayen Island",Jun-22,"54,202","2,979"
"Svalbard, Jan Mayen Island",Jul-22,,869
"Svalbard, Jan Mayen Island",Aug-22,"90,766","2,468"
"Svalbard, Jan Mayen Island",Sep-22,,253
"Svalbard, Jan Mayen Island",Oct-22,,"37,712"
"Svalbard, Jan Mayen Island",Nov-22,"134,918","6,764"
"Svalbard, Jan Mayen Island",Dec-22,"60,122","2,149"
"Svalbard, Jan Mayen Island",Feb-23,"259,227",
"Svalbard, Jan Mayen Island",Mar-23,"114,279",
"Svalbard, Jan Mayen Island",Apr-23,"15,088","9,887"
"Svalbard, Jan Mayen Island",May-23,,"1,085"
"Svalbard, Jan Mayen Island",Jun-23,,997
"Svalbard, Jan Mayen Island",Jul-23,"300,997",
"Svalbard, Jan Mayen Island",Sep-23,"218,245","74,712"
"Svalbard, Jan Mayen Island",Oct-23,"4,048",831
"Svalbard, Jan Mayen Island",Nov-23,,396
Sweden,Jan-15,"294,687,449","723,605,747"
Sweden,Feb-15,"337,359,408","711,544,900"
Sweden,Mar-15,"345,168,236","867,033,811"
Sweden,Apr-15,"319,688,761","910,979,975"
Sweden,May-15,"348,978,380","829,263,508"
Sweden,Jun-15,"337,917,403","866,697,201"
Sweden,Jul-15,"293,743,129","855,347,256"
Sweden,Aug-15,"308,980,306","626,014,064"
Sweden,Sep-15,"315,733,517","768,225,221"
Sweden,Oct-15,"409,526,184","946,557,602"
Sweden,Nov-15,"307,933,870","890,544,362"
Sweden,Dec-15,"319,285,292","914,337,439"
Sweden,Jan-16,"238,412,061","688,287,410"
Sweden,Feb-16,"327,517,705","789,301,651"
Sweden,Mar-16,"343,089,492","924,017,814"
Sweden,Apr-16,"358,981,716","834,216,080"
Sweden,May-16,"388,229,147","817,522,160"
Sweden,Jun-16,"310,758,052","887,359,657"
Sweden,Jul-16,"284,853,374","741,979,806"
Sweden,Aug-16,"317,108,418","741,192,932"
Sweden,Sep-16,"303,612,553","730,559,055"
Sweden,Oct-16,"322,419,714","818,497,685"
Sweden,Nov-16,"299,129,908","842,136,449"
Sweden,Dec-16,"310,621,256","883,899,649"
Sweden,Jan-17,"288,496,608","816,950,507"
Sweden,Feb-17,"264,525,845","755,775,077"
Sweden,Mar-17,"331,608,873","888,077,027"
Sweden,Apr-17,"298,813,973","870,084,648"
Sweden,May-17,"342,788,095","931,255,851"
Sweden,Jun-17,"267,566,814","882,674,665"
Sweden,Jul-17,"274,621,815","901,032,874"
Sweden,Aug-17,"305,946,437","822,257,119"
Sweden,Sep-17,"301,461,241","882,490,950"
Sweden,Oct-17,"330,542,283","984,337,088"
Sweden,Nov-17,"340,645,585","985,486,590"
Sweden,Dec-17,"387,501,198","1,029,029,547"
Sweden,Jan-18,"277,929,725","852,349,865"
Sweden,Feb-18,"381,300,976","873,600,290"
Sweden,Mar-18,"360,183,283","1,045,888,055"
Sweden,Apr-18,"340,113,962","975,255,223"
Sweden,May-18,"374,317,517","985,182,866"
Sweden,Jun-18,"382,664,395","980,999,075"
Sweden,Jul-18,"296,774,190","911,261,125"
Sweden,Aug-18,"351,972,757","710,840,039"
Sweden,Sep-18,"384,343,342","790,559,344"
Sweden,Oct-18,"452,746,954","993,556,393"
Sweden,Nov-18,"365,775,430","908,469,079"
Sweden,Dec-18,"502,995,518","952,371,643"
Sweden,Jan-19,"327,722,013","877,363,398"
Sweden,Feb-19,"321,995,718","1,048,251,183"
Sweden,Mar-19,"398,978,298","1,079,233,719"
Sweden,Apr-19,"376,044,784","1,093,904,221"
Sweden,May-19,"356,826,862","1,052,263,185"
Sweden,Jun-19,"312,137,015","1,005,674,433"
Sweden,Jul-19,"318,138,817","1,052,119,673"
Sweden,Aug-19,"419,466,160","797,779,002"
Sweden,Sep-19,"356,711,890","890,046,015"
Sweden,Oct-19,"445,366,125","1,152,220,106"
Sweden,Nov-19,"407,486,648","958,742,021"
Sweden,Dec-19,"327,210,654","1,117,338,408"
Sweden,Jan-20,"334,002,031","994,433,631"
Sweden,Feb-20,"428,576,596","1,037,460,624"
Sweden,Mar-20,"583,306,632","1,144,783,540"
Sweden,Apr-20,"361,653,174","923,021,086"
Sweden,May-20,"373,014,261","819,013,895"
Sweden,Jun-20,"302,611,325","957,736,127"
Sweden,Jul-20,"464,931,783","1,130,349,082"
Sweden,Aug-20,"502,900,661","834,516,105"
Sweden,Sep-20,"358,288,373","942,160,781"
Sweden,Oct-20,"344,717,846","1,257,272,202"
Sweden,Nov-20,"322,524,989","1,120,595,830"
Sweden,Dec-20,"395,420,074","1,117,707,031"
Sweden,Jan-21,"476,477,985","1,101,660,500"
Sweden,Feb-21,"339,921,093","1,068,879,505"
Sweden,Mar-21,"440,779,964","1,392,883,208"
Sweden,Apr-21,"381,391,171","1,356,243,451"
Sweden,May-21,"405,976,707","1,309,290,013"
Sweden,Jun-21,"448,985,065","1,470,753,278"
Sweden,Jul-21,"336,920,397","1,172,161,337"
Sweden,Aug-21,"526,181,757","1,012,278,552"
Sweden,Sep-21,"439,439,983","1,199,921,162"
Sweden,Oct-21,"511,491,099","1,106,582,661"
Sweden,Nov-21,"538,878,946","1,222,342,630"
Sweden,Dec-21,"426,576,565","1,412,182,283"
Sweden,Jan-22,"445,897,805","1,259,787,418"
Sweden,Feb-22,"469,062,559","1,170,124,733"
Sweden,Mar-22,"743,653,447","1,771,266,490"
Sweden,Apr-22,"782,075,706","1,371,420,390"
Sweden,May-22,"643,598,739","1,529,143,484"
Sweden,Jun-22,"628,929,673","1,477,453,657"
Sweden,Jul-22,"585,058,768","1,485,583,114"
Sweden,Aug-22,"682,769,134","1,255,222,371"
Sweden,Sep-22,"725,005,992","1,085,439,352"
Sweden,Oct-22,"696,883,047","1,676,888,487"
Sweden,Nov-22,"620,607,225","1,490,154,945"
Sweden,Dec-22,"757,276,473","1,507,455,717"
Sweden,Jan-23,"767,003,868","1,510,890,206"
Sweden,Feb-23,"490,533,296","1,414,038,520"
Sweden,Mar-23,"1,087,095,327","1,764,601,587"
Sweden,Apr-23,"793,285,158","1,570,224,732"
Sweden,May-23,"961,076,341","1,626,819,675"
Sweden,Jun-23,"493,974,003","1,723,529,594"
Sweden,Jul-23,"517,820,385","1,407,332,730"
Sweden,Aug-23,"678,904,715","1,139,685,882"
Sweden,Sep-23,"924,666,829","1,558,030,427"
Sweden,Oct-23,"606,776,750","1,664,618,085"
Sweden,Nov-23,"508,163,379","1,385,407,072"
Sweden,Dec-23,"803,153,079","1,597,266,488"
Switzerland,Jan-15,"1,705,374,097","2,193,158,334"
Switzerland,Feb-15,"1,685,179,400","2,058,063,042"
Switzerland,Mar-15,"2,764,473,974","3,286,886,871"
Switzerland,Apr-15,"1,858,370,482","2,334,156,682"
Switzerland,May-15,"1,809,297,210","2,450,173,729"
Switzerland,Jun-15,"2,044,883,333","2,648,388,847"
Switzerland,Jul-15,"2,162,604,343","2,830,992,814"
Switzerland,Aug-15,"1,645,352,638","2,306,845,648"
Switzerland,Sep-15,"1,657,556,773","2,391,447,532"
Switzerland,Oct-15,"1,747,387,824","3,185,427,263"
Switzerland,Nov-15,"1,241,234,581","2,654,372,557"
Switzerland,Dec-15,"1,832,526,196","3,091,042,909"
Switzerland,Jan-16,"1,462,058,011","2,178,058,054"
Switzerland,Feb-16,"1,556,660,362","2,316,235,557"
Switzerland,Mar-16,"2,462,905,909","3,151,218,022"
Switzerland,Apr-16,"1,866,543,412","2,957,525,532"
Switzerland,May-16,"1,897,896,164","4,036,303,759"
Switzerland,Jun-16,"2,098,962,217","3,393,007,978"
Switzerland,Jul-16,"1,818,539,361","3,586,439,391"
Switzerland,Aug-16,"1,720,742,216","2,825,169,044"
Switzerland,Sep-16,"1,728,385,053","2,897,662,197"
Switzerland,Oct-16,"1,970,901,972","2,949,077,798"
Switzerland,Nov-16,"1,959,073,724","2,806,450,133"
Switzerland,Dec-16,"2,254,416,700","3,243,785,542"
Switzerland,Jan-17,"1,651,905,391","3,058,410,878"
Switzerland,Feb-17,"1,568,242,725","2,339,883,218"
Switzerland,Mar-17,"2,548,901,259","2,790,187,213"
Switzerland,Apr-17,"1,440,734,246","2,987,498,274"
Switzerland,May-17,"1,751,887,245","3,460,294,674"
Switzerland,Jun-17,"2,163,577,179","3,069,574,838"
Switzerland,Jul-17,"1,534,159,254","3,027,261,584"
Switzerland,Aug-17,"1,733,341,570","3,175,236,414"
Switzerland,Sep-17,"1,656,333,146","2,475,498,592"
Switzerland,Oct-17,"1,940,067,716","3,172,899,955"
Switzerland,Nov-17,"1,712,608,309","3,228,052,908"
Switzerland,Dec-17,"1,994,139,994","3,187,935,329"
Switzerland,Jan-18,"2,103,538,555","3,243,013,363"
Switzerland,Feb-18,"1,705,879,573","2,879,941,307"
Switzerland,Mar-18,"2,219,646,598","3,359,246,999"
Switzerland,Apr-18,"1,357,086,194","3,693,452,469"
Switzerland,May-18,"1,948,336,461","3,606,624,445"
Switzerland,Jun-18,"1,996,103,151","3,672,219,552"
Switzerland,Jul-18,"1,691,164,701","3,384,008,638"
Switzerland,Aug-18,"2,002,493,586","3,225,583,057"
Switzerland,Sep-18,"2,752,138,627","2,603,430,019"
Switzerland,Oct-18,"1,835,166,435","4,385,667,117"
Switzerland,Nov-18,"1,319,607,817","3,617,508,256"
Switzerland,Dec-18,"1,241,081,431","3,413,296,888"
Switzerland,Jan-19,"1,452,431,865","3,592,585,964"
Switzerland,Feb-19,"1,240,597,453","3,246,345,775"
Switzerland,Mar-19,"1,703,649,197","3,580,243,592"
Switzerland,Apr-19,"1,413,506,527","3,668,143,970"
Switzerland,May-19,"1,950,910,645","3,916,218,834"
Switzerland,Jun-19,"1,676,832,524","3,472,343,210"
Switzerland,Jul-19,"1,215,731,918","3,819,500,515"
Switzerland,Aug-19,"1,226,119,324","3,320,530,805"
Switzerland,Sep-19,"1,458,975,647","3,927,224,959"
Switzerland,Oct-19,"1,277,088,959","3,938,535,915"
Switzerland,Nov-19,"1,650,410,922","3,948,870,305"
Switzerland,Dec-19,"1,693,958,333","4,194,829,229"
Switzerland,Jan-20,"1,400,424,871","3,264,901,141"
Switzerland,Feb-20,"1,311,318,766","3,943,638,098"
Switzerland,Mar-20,"1,264,710,595","6,053,777,784"
Switzerland,Apr-20,"1,276,443,893","8,403,580,272"
Switzerland,May-20,"988,852,296","11,976,067,084"
Switzerland,Jun-20,"1,025,562,516","7,570,880,185"
Switzerland,Jul-20,"1,160,613,563","7,775,674,449"
Switzerland,Aug-20,"2,337,905,969","6,404,352,595"
Switzerland,Sep-20,"1,611,747,251","4,742,558,705"
Switzerland,Oct-20,"1,700,026,021","5,017,976,070"
Switzerland,Nov-20,"1,984,989,104","5,064,217,537"
Switzerland,Dec-20,"2,001,253,763","4,711,154,078"
Switzerland,Jan-21,"1,379,594,100","5,077,137,607"
Switzerland,Feb-21,"1,541,592,741","4,923,785,585"
Switzerland,Mar-21,"2,877,506,708","6,317,130,421"
Switzerland,Apr-21,"2,729,148,800","4,195,898,908"
Switzerland,May-21,"1,663,888,244","4,789,292,830"
Switzerland,Jun-21,"1,277,212,255","6,668,678,105"
Switzerland,Jul-21,"1,442,041,930","4,648,998,559"
Switzerland,Aug-21,"2,803,888,609","5,208,104,798"
Switzerland,Sep-21,"1,799,941,198","4,872,469,130"
Switzerland,Oct-21,"2,655,527,946","4,337,912,603"
Switzerland,Nov-21,"1,302,986,522","7,009,368,562"
Switzerland,Dec-21,"2,161,652,725","5,466,363,281"
Switzerland,Jan-22,"1,901,785,628","3,918,483,991"
Switzerland,Feb-22,"1,915,430,790","5,039,559,409"
Switzerland,Mar-22,"1,653,816,835","10,787,626,510"
Switzerland,Apr-22,"2,082,638,925","4,974,224,632"
Switzerland,May-22,"3,088,629,228","4,751,807,496"
Switzerland,Jun-22,"4,630,183,126","4,133,143,370"
Switzerland,Jul-22,"5,268,875,261","3,719,500,747"
Switzerland,Aug-22,"4,039,078,140","4,181,271,541"
Switzerland,Sep-22,"2,556,637,518","4,674,932,478"
Switzerland,Oct-22,"4,894,486,943","5,004,991,667"
Switzerland,Nov-22,"3,061,356,557","4,354,970,119"
Switzerland,Dec-22,"1,625,791,127","3,922,892,787"
Switzerland,Jan-23,"3,344,342,369","4,687,168,987"
Switzerland,Feb-23,"2,502,796,875","4,215,410,965"
Switzerland,Mar-23,"2,044,257,495","4,461,672,078"
Switzerland,Apr-23,"1,370,398,131","5,805,863,374"
Switzerland,May-23,"2,614,419,698","5,791,711,188"
Switzerland,Jun-23,"2,395,622,828","4,141,843,059"
Switzerland,Jul-23,"1,755,470,301","3,473,323,321"
Switzerland,Aug-23,"2,576,784,671","3,886,938,846"
Switzerland,Sep-23,"1,973,888,606","4,005,448,276"
Switzerland,Oct-23,"4,480,894,439","4,407,489,020"
Switzerland,Nov-23,"1,433,170,399","3,858,506,006"
Switzerland,Dec-23,"1,289,881,871","3,573,836,718"
Syria,Jan-15,"301,236","707,581"
Syria,Feb-15,"231,869","129,971"
Syria,Mar-15,"307,965","342,226"
Syria,Apr-15,"658,357","392,091"
Syria,May-15,"227,198","649,406"
Syria,Jun-15,"38,900","978,209"
Syria,Jul-15,"594,019","561,935"
Syria,Aug-15,,"384,844"
Syria,Sep-15,"247,907","392,750"
Syria,Oct-15,"25,732","1,245,486"
Syria,Nov-15,"2,800","308,503"
Syria,Dec-15,"436,321","451,104"
Syria,Jan-16,"568,378","477,122"
Syria,Feb-16,"249,862","476,324"
Syria,Mar-16,"255,446","581,047"
Syria,Apr-16,"394,540","1,055,309"
Syria,May-16,"24,375","499,980"
Syria,Jun-16,"38,360","471,520"
Syria,Jul-16,"62,153","302,316"
Syria,Aug-16,"855,888","277,566"
Syria,Sep-16,"133,246","716,885"
Syria,Oct-16,"503,561","445,509"
Syria,Nov-16,"138,653","723,398"
Syria,Dec-16,"266,425","648,046"
Syria,Jan-17,"505,249","715,115"
Syria,Feb-17,"490,210","292,694"
Syria,Mar-17,"259,404","367,492"
Syria,Apr-17,"333,941","353,495"
Syria,May-17,"676,181","256,115"
Syria,Jun-17,"660,877","1,142,913"
Syria,Jul-17,"19,355","644,281"
Syria,Aug-17,"401,237","572,147"
Syria,Sep-17,"1,025,539","745,215"
Syria,Oct-17,"830,334","321,328"
Syria,Nov-17,"889,457","852,116"
Syria,Dec-17,"869,239","769,428"
Syria,Jan-18,"18,576","655,818"
Syria,Feb-18,"11,441,974","416,666"
Syria,Mar-18,"4,012,684","257,782"
Syria,Apr-18,"19,304,713","566,736"
Syria,May-18,"396,442","514,317"
Syria,Jun-18,"6,618,343","357,943"
Syria,Jul-18,"491,783","487,405"
Syria,Aug-18,"464,432","669,107"
Syria,Sep-18,"247,254","310,054"
Syria,Oct-18,"1,570,531","609,657"
Syria,Nov-18,"200,808","284,260"
Syria,Dec-18,"5,756,222","756,961"
Syria,Jan-19,"470,893","542,229"
Syria,Feb-19,"1,781,168","404,277"
Syria,Mar-19,"1,001,634","608,070"
Syria,Apr-19,"259,492","229,097"
Syria,May-19,"252,341","559,032"
Syria,Jun-19,,"361,317"
Syria,Jul-19,"264,411","193,822"
Syria,Aug-19,"2,703,123","341,531"
Syria,Sep-19,"329,329","576,205"
Syria,Oct-19,"472,073","556,523"
Syria,Nov-19,"454,304","240,517"
Syria,Dec-19,"620,188","1,342,362"
Syria,Jan-20,"983,360","258,220"
Syria,Feb-20,"1,070,943","4,793,801"
Syria,Mar-20,"6,184,070","358,011"
Syria,Apr-20,"1,235,659","284,949"
Syria,May-20,"59,852","527,733"
Syria,Jun-20,"4,823,347","389,032"
Syria,Jul-20,"564,955","474,742"
Syria,Aug-20,"966,622","109,174"
Syria,Sep-20,"4,451,759","569,281"
Syria,Oct-20,"376,708","762,288"
Syria,Nov-20,"641,707","668,918"
Syria,Dec-20,"4,584,655","757,128"
Syria,Jan-21,"338,425","823,307"
Syria,Feb-21,"734,205","739,365"
Syria,Mar-21,"1,583,258","596,565"
Syria,Apr-21,"634,021","1,291,851"
Syria,May-21,"1,028,513","690,274"
Syria,Jun-21,"845,853","1,358,731"
Syria,Jul-21,"1,016,285","583,453"
Syria,Aug-21,"854,908","370,281"
Syria,Sep-21,"980,636","838,033"
Syria,Oct-21,"1,678,312","466,251"
Syria,Nov-21,"1,522,287","1,063,526"
Syria,Dec-21,"29,070","580,942"
